date,description,amount,type,category,accounts,lat,long
12/2/2020,DIRECT PAYMENT,415.32,debit,Spa & Massage,PLAT BUS CHECKING,41.18157516,-85.13425085
12/2/2020,Orig Name Direct,422,credit,Income,PLAT BUS CHECKING,41.11669623,-85.12910843
12/2/2020,YELPINC*855 380 9357,106.46,debit,Advertising,CREDIT CARD,41.12380871,-85.13477325
12/2/2020,RANG DONG SUPERMARKET,125.81,debit,Groceries,CREDIT CARD,41.13402347,-85.16687393
12/2/2020,Payment Thank You-Mobile,500,credit,Credit Card Payment,CREDIT CARD,41.1299018,-85.13768715
12/2/2020,Aldi,52.19,debit,Groceries,CREDIT CARD,41.17662066,-85.168291
12/1/2020,eDeposit-Scan/Mobile,749.28,credit,Income,EveryDay Checking,41.06858855,-85.20470036
12/1/2020,State Farm,174.15,debit,Auto Insurance,Discover,41.1291112,-85.00718018
12/1/2020,Orig Name Direct,228.5,credit,Income,PLAT BUS CHECKING,41.01797358,-85.12228851
12/1/2020,VACP TREAS 310 XXVA BENEF PPD ID: 9111036002,1966.96,credit,Paycheck,PREMIER PLUS CKG,41.12626614,-85.15897006
12/1/2020,Chase card ending in 9662 12/01,276.02,debit,Credit Card Payment,PREMIER PLUS CKG,41.18157516,-85.13425085
12/1/2020,Avis,0.68,debit,Rental Car & Taxi,CREDIT CARD,41.11669623,-85.12910843
12/1/2020,PLAN FEE - HARTFORD INS.,5.38,debit,Service Fee,CREDIT CARD,41.12380871,-85.13477325
12/1/2020,PLAN FEE - UNITED 01,1.89,debit,Fees & Charges,CREDIT CARD,41.13402347,-85.16687393
12/1/2020,Costco,0.95,debit,Shopping,CREDIT CARD,41.1299018,-85.13768715
12/1/2020,Costco,625.62,debit,Shopping,CREDIT CARD,41.17662066,-85.168291
12/1/2020,PLAN FEE - RANG DONG SUPE,0.92,debit,Restaurants,CREDIT CARD,41.06858855,-85.20470036
12/1/2020,WEST COAST GRILL,24.24,debit,Restaurants,CREDIT CARD,41.1291112,-85.00718018
12/1/2020,Costco,0.76,debit,Shopping,CREDIT CARD,41.01797358,-85.12228851
12/1/2020,Costco,1.37,debit,Shopping,CREDIT CARD,41.12626614,-85.15897006
12/1/2020,Costco,1.23,debit,Shopping,CREDIT CARD,41.18157516,-85.13425085
12/1/2020,Costco,1.1,debit,Shopping,CREDIT CARD,41.11669623,-85.12910843
12/1/2020,GEORGE'S INTERNATIONAL M,30.68,debit,Groceries,CREDIT CARD,41.12380871,-85.13477325
12/1/2020,Costco,1.68,debit,Shopping,CREDIT CARD,41.13402347,-85.16687393
11/30/2020,QuickPay with Zelle payment to N ga Han 10720715897,560.69,debit,Transfer,PLAT BUS CHECKING,41.1299018,-85.13768715
11/30/2020,QuickPay with Zelle payment to B e Mi 10720717687,950,debit,Transfer,PLAT BUS CHECKING,41.17662066,-85.168291
11/30/2020,CHECK 173,531,debit,Check,PLAT BUS CHECKING,41.06858855,-85.20470036
11/30/2020,Orig Name Direct,1035.5,credit,Income,PLAT BUS CHECKING,41.1291112,-85.00718018
11/30/2020,Orig Name Direct,512.1,credit,Income,PLAT BUS CHECKING,41.01797358,-85.12228851
11/30/2020,QuickPay with Zelle payment to T ruc Huynh 10720713065,63,debit,Transfer,PLAT BUS CHECKING,41.12626614,-85.15897006
11/30/2020,Comcast,236.61,debit,Television,PLAT BUS CHECKING,41.18157516,-85.13425085
11/30/2020,QuickPay with Zelle payment to C hrystal 10720058237,395,debit,Transfer,PLAT BUS CHECKING,41.11669623,-85.12910843
11/30/2020,Online Transfer from CHK ...2107 transaction#: 10729763877,2895,credit,Transfer,PLAT BUS CHECKING,41.12380871,-85.13477325
11/30/2020,QuickPay with Zelle payment to T ruc Huynh 10720275872,800,debit,Transfer,PLAT BUS CHECKING,41.13402347,-85.16687393
11/30/2020,CHECK 174,263,debit,Check,PLAT BUS CHECKING,41.1299018,-85.13768715
11/30/2020,Orig Name Direct,1450,credit,Income,PLAT BUS CHECKING,41.17662066,-85.168291
11/30/2020,QuickPay with Zelle payment to N hu Nguyen-Irish 10729757508,2895,debit,Transfer,PLAT BUS CHECKING,41.06858855,-85.20470036
11/30/2020,Online Transfer to CHK ...1759 t ransaction#: 10720116018 11/30,620,debit,Transfer,PLAT BUS CHECKING,41.1291112,-85.00718018
11/30/2020,QuickPay with Zelle payment to B e Mi 10727565580,100,debit,Transfer,PLAT BUS CHECKING,41.01797358,-85.12228851
11/30/2020,Online Transfer to CHK ...7397 t ransaction#: 10729763877 11/30,2895,debit,Transfer,PREMIER PLUS CKG,41.12626614,-85.15897006
11/30/2020,QuickPay with Zelle payment from TRINH POTKIN BAC8ce8a65ce,500,credit,Transfer,PREMIER PLUS CKG,41.18157516,-85.13425085
11/30/2020,PayPal,339,debit,Shopping,PREMIER PLUS CKG,41.11669623,-85.12910843
11/30/2020,QuickPay with Zelle payment from LUXE NAILS & SPA LLC 10720713065,63,credit,Transfer,PREMIER PLUS CKG,41.12380871,-85.13477325
11/30/2020,QuickPay with Zelle payment from LUXE NAILS & SPA LLC 10720275872,800,credit,Transfer,PREMIER PLUS CKG,41.13402347,-85.16687393
11/30/2020,ADT Security,56.78,debit,Home Services,Discover,41.1299018,-85.13768715
11/29/2020,HARTFORD INS. PREMIUM,775,debit,Auto Insurance,CREDIT CARD,41.17662066,-85.168291
11/29/2020,Best Buy,332.68,debit,Electronics & Software,CREDIT CARD,41.06858855,-85.20470036
11/29/2020,Wal-Mart,20.38,debit,Shopping,CREDIT CARD,41.1291112,-85.00718018
11/27/2020,Orig Name Direct,1181.1,credit,Income,PLAT BUS CHECKING,41.01797358,-85.12228851
11/27/2020,CHECK 161,142,debit,Check,PLAT BUS CHECKING,41.12626614,-85.15897006
11/27/2020,CHECK 157,165,debit,Check,PLAT BUS CHECKING,41.18157516,-85.13425085
11/27/2020,CHECK 158,357,debit,Check,PLAT BUS CHECKING,41.11669623,-85.12910843
11/27/2020,CHECK 151,184.2,debit,Check,PLAT BUS CHECKING,41.12380871,-85.13477325
11/27/2020,PAYPAL TRANSFER PPD ID: PAYPALSD11,334.3,credit,Transfer,PREMIER PLUS CKG,41.13402347,-85.16687393
11/25/2020,RANG DONG SUPERMARKET,131.46,debit,Groceries,CREDIT CARD,41.1299018,-85.13768715
11/25/2020,QuickPay with Zelle payment to T ruc Huynh 10699099645,775,debit,Transfer,PLAT BUS CHECKING,41.17662066,-85.168291
11/25/2020,Orig Name Direct,963.5,credit,Income,PLAT BUS CHECKING,41.06858855,-85.20470036
11/25/2020,QuickPay with Zelle payment from LUXE NAILS & SPA LLC 10699099645,775,credit,Transfer,PREMIER PLUS CKG,41.1291112,-85.00718018
11/25/2020,INTEREST PAYMENT,0.13,credit,Interest Income,PREMIER PLUS CKG,41.01797358,-85.12228851
11/24/2020,Orig Name Direct,1021,credit,Income,PLAT BUS CHECKING,41.12626614,-85.15897006
11/24/2020,Xoom,72.99,debit,Transfer,PREMIER PLUS CKG,41.18157516,-85.13425085
11/24/2020,UNITED 0162328435718,281.2,debit,Air Travel,CREDIT CARD,41.11669623,-85.12910843
11/24/2020,Kroger Fuel,7.17,debit,Gas & Fuel,CREDIT CARD,41.12380871,-85.13477325
11/24/2020,TSA FT WAYNE STR 1607,4.28,debit,Fast Food,CREDIT CARD,41.13402347,-85.16687393
11/24/2020,TSA FT WAYNE STR 1607,9.6,debit,Fast Food,CREDIT CARD,41.1299018,-85.13768715
11/23/2020,QuickPay with Zelle payment to P huong Han 10684201274,657,debit,Transfer,PLAT BUS CHECKING,41.17662066,-85.168291
11/23/2020,QuickPay with Zelle payment to N ga Han 10684105894,458,debit,Transfer,PLAT BUS CHECKING,41.06858855,-85.20470036
11/23/2020,Orig Name Direct,819,credit,Income,PLAT BUS CHECKING,41.1291112,-85.00718018
11/23/2020,Orig Name Direct,916.1,credit,Income,PLAT BUS CHECKING,41.01797358,-85.12228851
11/23/2020,Orig Name Direct,788.5,credit,Income,PLAT BUS CHECKING,41.12626614,-85.15897006
11/23/2020,AMER ELECT PWR,164.43,debit,Utilities,PLAT BUS CHECKING,41.18157516,-85.13425085
11/23/2020,ADT Security,52.63,debit,Home Services,PLAT BUS CHECKING,41.11669623,-85.12910843
11/23/2020,Online Transfer to CHK ...1759 t ransaction#: 10684111032 11/23,581,debit,Transfer,PLAT BUS CHECKING,41.12380871,-85.13477325
11/23/2020,QuickPay with Zelle payment to C hrystal 10682828876,456,debit,Transfer,PLAT BUS CHECKING,41.13402347,-85.16687393
11/23/2020,Marathon,7.17,debit,Gas & Fuel,CREDIT CARD,41.1299018,-85.13768715
11/23/2020,STORMING CRAB,92.31,debit,Restaurants,CREDIT CARD,41.17662066,-85.168291
11/23/2020,Wal-Mart,30.51,debit,Shopping,CREDIT CARD,41.06858855,-85.20470036
11/22/2020,AF*TAZIAN PROPERTIES,25,debit,Gas & Fuel,CREDIT CARD,41.1291112,-85.00718018
11/20/2020,CHECK 177,20,debit,Check,PREMIER PLUS CKG,41.01797358,-85.12228851
11/20/2020,Orig Name Direct,505.5,credit,Income,PLAT BUS CHECKING,41.12626614,-85.15897006
11/20/2020,Aldi,3.99,debit,Groceries,CREDIT CARD,41.18157516,-85.13425085
11/20/2020,RANG DONG SUPERMARKET,45.93,debit,Groceries,CREDIT CARD,41.11669623,-85.12910843
11/19/2020,Orig Name Direct,555.5,credit,Income,PLAT BUS CHECKING,41.12380871,-85.13477325
11/19/2020,Online Transfer to CHK ...0832 t ransaction#: 10666879525 11/19,32,debit,Transfer,PLAT BUS CHECKING,41.13402347,-85.16687393
11/19/2020,2742PEPSIVEN9147678600,1.75,debit,Fast Food,CREDIT CARD,41.1299018,-85.13768715
11/18/2020,INTEREST CHARGE-PROMO 1.9 9 BAL TRANSFE R,29.26,debit,Finance Charge,More Rewards Amex,41.17662066,-85.168291
11/18/2020,Marathon,7.17,debit,Gas & Fuel,CREDIT CARD,41.06858855,-85.20470036
11/18/2020,Costco Gas,21.53,debit,Gas & Fuel,CREDIT CARD,41.1291112,-85.00718018
11/18/2020,PROPERTY PAYMENT-RENT,20,debit,Mortgage & Rent,CREDIT CARD,41.01797358,-85.12228851
11/18/2020,AF*TAZIAN PROPERTIES,25,debit,Gas & Fuel,CREDIT CARD,41.12626614,-85.15897006
11/18/2020,Orig Name Direct,567,credit,Income,PLAT BUS CHECKING,41.18157516,-85.13425085
11/17/2020,Orig Name Direct,881.1,credit,Income,PLAT BUS CHECKING,41.11669623,-85.12910843
11/17/2020,CHECK 172,376,debit,Check,PLAT BUS CHECKING,41.12380871,-85.13477325
11/17/2020,PayPal,16,debit,Shopping,PREMIER PLUS CKG,41.13402347,-85.16687393
11/17/2020,Wal-Mart,39.53,debit,Shopping,CREDIT CARD,41.1299018,-85.13768715
11/17/2020,KOTO JAPANESE STEAKHOUSE,58.17,debit,Restaurants,CREDIT CARD,41.17662066,-85.168291
11/16/2020,Orig Name Direct,1235.5,credit,Income,PLAT BUS CHECKING,41.06858855,-85.20470036
11/16/2020,QuickPay with Zelle payment to P huong Han 10645574883,496,debit,Transfer,PLAT BUS CHECKING,41.1291112,-85.00718018
11/16/2020,QuickPay with Zelle payment to B e Mi 10645541246,380,debit,Transfer,PLAT BUS CHECKING,41.01797358,-85.12228851
11/16/2020,QuickPay with Zelle payment to C hrystal 10644057915,433,debit,Transfer,PLAT BUS CHECKING,41.12626614,-85.15897006
11/16/2020,Orig Name Direct,1099,credit,Income,PLAT BUS CHECKING,41.18157516,-85.13425085
11/16/2020,Orig Name Direct,550.65,credit,Income,PLAT BUS CHECKING,41.11669623,-85.12910843
11/16/2020,QuickPay with Zelle payment to N ga Han 10645539256,419,debit,Transfer,PLAT BUS CHECKING,41.12380871,-85.13477325
11/16/2020,QuickPay with Zelle payment to C hristina ( Chi Mun ) 10644060007,394,debit,Transfer,PLAT BUS CHECKING,41.13402347,-85.16687393
11/16/2020,Online Transfer to CHK ...1759 t ransaction#: 10645544414 11/16,599,debit,Transfer,PLAT BUS CHECKING,41.1299018,-85.13768715
11/16/2020,MWAFCU EXT ACH PPD ID: 274973141,567.9,debit,Auto Payment,PREMIER PLUS CKG,41.17662066,-85.168291
11/16/2020,Costco Gas,28.76,debit,Gas & Fuel,CREDIT CARD,41.06858855,-85.20470036
11/16/2020,Costco,141.73,debit,Shopping,CREDIT CARD,41.1291112,-85.00718018
11/16/2020,Payment MWAFCU EXT TYPE: ACH ID: 274973141 CO: MWAFCU EXT MEMO Balance Change $434.33; Interest $133,567.9,credit,Loan Interest,"XXXX BENTLEY CONTINENTAL FLYIN, $XXX.XX pmt due XX/XX/XX XXXX14 - L:01 - Loan",41.01797358,-85.12228851
11/15/2020,Meijer,7.36,debit,Groceries,CREDIT CARD,41.12626614,-85.15897006
11/15/2020,Wal-Mart,8.84,debit,Shopping,CREDIT CARD,41.18157516,-85.13425085
11/13/2020,eDeposit-Scan/Mobile,49.95,credit,Income,EveryDay Checking,41.11669623,-85.12910843
11/13/2020,YOUTUBEPREMIUM 855-836-3987 CAP0WC3ILG,6.99,debit,Electronics & Software,Discover,41.12380871,-85.13477325
11/13/2020,Orig Name Direct,603,credit,Income,PLAT BUS CHECKING,41.13402347,-85.16687393
11/13/2020,Cash Redemption,7.86,credit,Income,PREMIER PLUS CKG,41.1299018,-85.13768715
11/13/2020,AAA LIFE INS PREM PPD ID: 1520891929,16,debit,Life Insurance,PREMIER PLUS CKG,41.17662066,-85.168291
11/13/2020,Chase card ending in 2458 11/13,100,debit,Credit Card Payment,PREMIER PLUS CKG,41.06858855,-85.20470036
11/13/2020,Payment Thank You - Web,100,credit,Credit Card Payment,CREDIT CARD,41.1291112,-85.00718018
11/12/2020,Amazon,55.59,debit,Shopping,Discover,41.01797358,-85.12228851
11/12/2020,Orig Name Direct,394.5,credit,Income,PLAT BUS CHECKING,41.12626614,-85.15897006
11/12/2020,NIPSCO,76.17,debit,Utilities,PLAT BUS CHECKING,41.18157516,-85.13425085
11/12/2020,Orig Name Direct,384,credit,Income,PLAT BUS CHECKING,41.11669623,-85.12910843
11/11/2020,Aldi,9.23,debit,Groceries,CREDIT CARD,41.12380871,-85.13477325
11/10/2020,Orig Name Direct,725,credit,Income,PLAT BUS CHECKING,41.13402347,-85.16687393
11/10/2020,CHECK 170,7246.35,debit,Check,PLAT BUS CHECKING,41.1299018,-85.13768715
11/10/2020,CAP N CORK 14,53.48,debit,Alcohol & Bars,CREDIT CARD,41.17662066,-85.168291
11/10/2020,Target,2.88,debit,Shopping,CREDIT CARD,41.06858855,-85.20470036
11/10/2020,Wal-Mart,50.17,debit,Shopping,CREDIT CARD,41.1291112,-85.00718018
11/9/2020,Orig Name Direct,1504.5,credit,Income,PLAT BUS CHECKING,41.01797358,-85.12228851
11/9/2020,QuickPay with Zelle payment to P huong Han 10605391125,492,debit,Transfer,PLAT BUS CHECKING,41.12626614,-85.15897006
11/9/2020,QuickPay with Zelle payment to C hrystal 10605395730,326,debit,Transfer,PLAT BUS CHECKING,41.18157516,-85.13425085
11/9/2020,Online Transfer to CHK ...1759 t ransaction#: 10605393957 11/09,414,debit,Transfer,PLAT BUS CHECKING,41.11669623,-85.12910843
11/9/2020,QuickPay with Zelle payment to N ga Han 10605389357,417,debit,Transfer,PLAT BUS CHECKING,41.12380871,-85.13477325
11/9/2020,CHECK 171,600,debit,Check,PLAT BUS CHECKING,41.13402347,-85.16687393
11/9/2020,CHECK 169,180,debit,Check,PLAT BUS CHECKING,41.1299018,-85.13768715
11/9/2020,QuickPay with Zelle payment to C hristina ( Chi Mun ) 10609025375,430.08,debit,Transfer,PLAT BUS CHECKING,41.17662066,-85.168291
11/9/2020,Orig Name Direct,1360.5,credit,Income,PLAT BUS CHECKING,41.06858855,-85.20470036
11/9/2020,Orig Name Direct,636,credit,Income,PLAT BUS CHECKING,41.1291112,-85.00718018
11/9/2020,Verizon Wireless,172.14,debit,Mobile Phone,PREMIER PLUS CKG,41.01797358,-85.12228851
11/9/2020,Marathon,7.17,debit,Gas & Fuel,CREDIT CARD,41.12626614,-85.15897006
11/8/2020,Days Inn,55.28,debit,Hotel,CREDIT CARD,41.18157516,-85.13425085
11/8/2020,MOON OF DENBIGH,3.34,debit,Gas & Fuel,CREDIT CARD,41.11669623,-85.12910843
11/8/2020,Avis,100.63,debit,Rental Car & Taxi,CREDIT CARD,41.12380871,-85.13477325
11/8/2020,Wal-Mart,23.28,debit,Shopping,CREDIT CARD,41.13402347,-85.16687393
11/8/2020,Burger King,17.62,debit,Fast Food,CREDIT CARD,41.1299018,-85.13768715
11/7/2020,CTS*FRONTIER ONLINEPAY 800-921-8101 CT6DCTBJOB,80.38,debit,Internet,Discover,41.17662066,-85.168291
11/6/2020,State Farm,32.49,debit,Auto Insurance,Discover,41.06858855,-85.20470036
11/6/2020,Orig Name Direct,443,credit,Income,PLAT BUS CHECKING,41.1291112,-85.00718018
11/6/2020,PayPal,0.99,debit,Shopping,PREMIER PLUS CKG,41.01797358,-85.12228851
11/6/2020,DISCOVER E-PAYMENT 9565 WEB ID: 2510020270,1223.21,debit,Credit Card Payment,PREMIER PLUS CKG,41.12626614,-85.15897006
11/6/2020,SYNCHRONY BANK PAYMENT 6034 59008224853 WEB ID: 1061537262,31,debit,Credit Card Payment,PREMIER PLUS CKG,41.18157516,-85.13425085
11/5/2020,Orig Name Direct,485,credit,Income,PLAT BUS CHECKING,41.11669623,-85.12910843
11/5/2020,MERCH BANKCARD,50,debit,Business Services,PLAT BUS CHECKING,41.12380871,-85.13477325
11/5/2020,CITI AUTOPAY PAYMENT 0802 67030550349 WEB ID: CITICARDAP,66,debit,Credit Card Payment,PREMIER PLUS CKG,41.13402347,-85.16687393
11/5/2020,CASHBACK BONUS REDEMPTION payment/STMT CRDT,14.25,credit,Bonus,Discover,41.1299018,-85.13768715
11/5/2020,INTERNET PAYMENT - THANK YOU,1223.21,credit,Credit Card Payment,Discover,41.17662066,-85.168291
11/4/2020,- CHASE CARD SERV ONLINE payment 0012114128,113.02,debit,Credit Card Payment,EveryDay Checking,41.06858855,-85.20470036
11/4/2020,SERVICE CHARGES FOR THE MONTH OF OCTOBER,95,debit,Bank Fee,PLAT BUS CHECKING,41.1291112,-85.00718018
11/4/2020,Orig Name Direct,161,credit,Income,PLAT BUS CHECKING,41.01797358,-85.12228851
11/4/2020,STORMING CRAB,88,debit,Restaurants,CREDIT CARD,41.12626614,-85.15897006
11/3/2020,Orig Name Direct,347,credit,Income,PLAT BUS CHECKING,41.18157516,-85.13425085
11/3/2020,Costco Gas,33.83,debit,Gas & Fuel,CREDIT CARD,41.11669623,-85.12910843
11/3/2020,Costco,204.37,debit,Shopping,CREDIT CARD,41.12380871,-85.13477325
11/3/2020,QuickPay with Zelle payment from TRIET HUYNH 10574657973,500,credit,Transfer,PREMIER PLUS CKG,41.13402347,-85.16687393
11/3/2020,AAA LIFE INS PREM PPD ID: 1520891929,31,debit,Life Insurance,PREMIER PLUS CKG,41.1299018,-85.13768715
11/3/2020,Netflix,12.99,debit,Movies & DVDs,Discover,41.17662066,-85.168291
11/3/2020,Amazon,9.99,debit,Shopping,Discover,41.06858855,-85.20470036
11/3/2020,DOMAINS G.CO/HELPPAY#CAP0WPUZYO,6,debit,Internet,Discover,41.1291112,-85.00718018
11/2/2020,Transfer to Credit Card,700,debit,Transfer,EveryDay Checking,41.01797358,-85.12228851
11/2/2020,MOB PAYMENT RECEIVED,700,credit,Credit Card Payment,More Rewards Amex,41.12626614,-85.15897006
11/2/2020,QuickPay with Zelle payment to C hrystal 10563392842,230,debit,Transfer,PLAT BUS CHECKING,41.18157516,-85.13425085
11/2/2020,Orig Name Square,356.68,credit,Income,PLAT BUS CHECKING,41.11669623,-85.12910843
11/2/2020,QuickPay with Zelle payment to C hristina ( Chi Mun ) 10561967477,307,debit,Transfer,PLAT BUS CHECKING,41.12380871,-85.13477325
11/2/2020,Online Transfer to CHK ...1759 t ransaction#: 10563458276 11/02,540,debit,Transfer,PLAT BUS CHECKING,41.13402347,-85.16687393
11/2/2020,Orig Name Direct,789.5,credit,Income,PLAT BUS CHECKING,41.1299018,-85.13768715
11/2/2020,Orig Name Direct,383,credit,Income,PLAT BUS CHECKING,41.17662066,-85.168291
11/2/2020,QuickPay with Zelle payment to B e Mi 10563443329,634,debit,Transfer,PLAT BUS CHECKING,41.06858855,-85.20470036
11/2/2020,QuickPay with Zelle payment to N ga Han 10563419237,335,debit,Transfer,PLAT BUS CHECKING,41.1291112,-85.00718018
11/2/2020,PAYMENTECH,9.95,debit,Fast Food,PLAT BUS CHECKING,41.01797358,-85.12228851
11/2/2020,QuickPay with Zelle payment to P huong Han 10563403958,459,debit,Transfer,PLAT BUS CHECKING,41.12626614,-85.15897006
11/2/2020,Orig Name Direct,776,credit,Income,PLAT BUS CHECKING,41.18157516,-85.13425085
11/2/2020,DIRECT PAYMENT,430.59,debit,Spa & Massage,PLAT BUS CHECKING,41.11669623,-85.12910843
11/2/2020,QuickPay with Zelle payment to L adia 10561971899,102,debit,Transfer,PLAT BUS CHECKING,41.12380871,-85.13477325
11/2/2020,DEPOSIT ID NUMBER 878416,9000,credit,Rental Income,PREMIER PLUS CKG,41.13402347,-85.16687393
11/2/2020,DISCOVER E-PAYMENT 3415 WEB ID: 3510020270,55,debit,Credit Card Payment,PREMIER PLUS CKG,41.1299018,-85.13768715
11/2/2020,PayPal,16.03,debit,Shopping,PREMIER PLUS CKG,41.17662066,-85.168291
11/2/2020,TSA FT WAYNE STR 1607 FORT WAYNE IN,10.68,debit,Fast Food,Discover,41.06858855,-85.20470036
11/2/2020,THAI DINER FORT WAYNE IN,65.83,debit,Restaurants,Discover,41.1291112,-85.00718018
11/2/2020,Aldi,6.76,debit,Groceries,Discover,41.01797358,-85.12228851
11/2/2020,Cap N Cork,26.74,debit,Alcohol & Bars,Discover,41.12626614,-85.15897006
11/2/2020,Ross,53.42,debit,Clothing,Discover,41.18157516,-85.13425085
11/2/2020,Target,21.39,debit,Shopping,Discover,41.11669623,-85.12910843
11/2/2020,Shell,3.52,debit,Gas & Fuel,Discover,41.12380871,-85.13477325
11/1/2020,Cap N Cork,51.35,debit,Alcohol & Bars,Discover,41.13402347,-85.16687393
11/1/2020,MIKES CARWASH,64,debit,Service & Parts,CREDIT CARD,41.1299018,-85.13768715
11/1/2020,Meijer,93.99,debit,Groceries,CREDIT CARD,41.17662066,-85.168291
11/1/2020,Costco,0.76,debit,Shopping,CREDIT CARD,41.06858855,-85.20470036
10/31/2020,ADT Security,56.78,debit,Home Services,Discover,41.1291112,-85.00718018
10/31/2020,Apple,0.99,debit,Electronics & Software,Discover,41.01797358,-85.12228851
10/30/2020,Dividend,0.01,credit,Investments,EveryDay Checking,41.12626614,-85.15897006
10/30/2020,eDeposit-Scan/Mobile,749.28,credit,Income,EveryDay Checking,41.18157516,-85.13425085
10/30/2020,VACP TREAS 310 XXVA BENEF PPD ID: 9111036002,1948.96,credit,Paycheck,PREMIER PLUS CKG,41.11669623,-85.12910843
10/30/2020,Orig Name Direct,424,credit,Income,PLAT BUS CHECKING,41.12380871,-85.13477325
10/29/2020,American Airlines,394.2,debit,Air Travel,Discover,41.13402347,-85.16687393
10/29/2020,American Airlines,44.94,debit,Air Travel,Discover,41.1299018,-85.13768715
10/29/2020,American Airlines,65.37,debit,Air Travel,Discover,41.17662066,-85.168291
10/29/2020,State Farm,183.08,debit,Auto Insurance,Discover,41.06858855,-85.20470036
10/29/2020,Orig Name Direct,487.5,credit,Income,PLAT BUS CHECKING,41.1291112,-85.00718018
10/28/2020,Wal-Mart,49.75,debit,Shopping,Discover,41.01797358,-85.12228851
10/28/2020,Allianz,18,debit,Life Insurance,Discover,41.12626614,-85.15897006
10/28/2020,"Mike's Carwash, Inc.",10,debit,Auto & Transport,Discover,41.18157516,-85.13425085
10/28/2020,Comcast,236.61,debit,Television,PLAT BUS CHECKING,41.11669623,-85.12910843
10/28/2020,CHECK 168,315,debit,Check,PLAT BUS CHECKING,41.12380871,-85.13477325
10/28/2020,Orig Name Direct,722.5,credit,Income,PLAT BUS CHECKING,41.13402347,-85.16687393
10/27/2020,Marathon,7.17,debit,Gas & Fuel,Discover,41.1299018,-85.13768715
10/27/2020,Orig Name Direct,236.6,credit,Income,PLAT BUS CHECKING,41.17662066,-85.168291
10/26/2020,QuickPay with Zelle payment to C hrystal 10522543081,270,debit,Transfer,PLAT BUS CHECKING,41.06858855,-85.20470036
10/26/2020,AMER ELECT PWR,219.53,debit,Utilities,PLAT BUS CHECKING,41.1291112,-85.00718018
10/26/2020,QuickPay with Zelle payment to L adia 10522709031,175,debit,Transfer,PLAT BUS CHECKING,41.01797358,-85.12228851
10/26/2020,QuickPay with Zelle payment to C hristina ( Chi Mun ) 10519334078,294,debit,Transfer,PLAT BUS CHECKING,41.12626614,-85.15897006
10/26/2020,Orig Name Direct,1553.13,credit,Income,PLAT BUS CHECKING,41.18157516,-85.13425085
10/26/2020,Online Transfer to CHK ...0832 t ransaction#: 10522667325 10/26,530.47,debit,Transfer,PLAT BUS CHECKING,41.11669623,-85.12910843
10/26/2020,QuickPay with Zelle payment to T Quang 10522669239,500,debit,Transfer,PLAT BUS CHECKING,41.12380871,-85.13477325
10/26/2020,QuickPay with Zelle payment to P huong Han 10522525760,438,debit,Transfer,PLAT BUS CHECKING,41.13402347,-85.16687393
10/26/2020,Orig Name Direct,1267.68,credit,Income,PLAT BUS CHECKING,41.1299018,-85.13768715
10/26/2020,Orig Name Direct,737,credit,Income,PLAT BUS CHECKING,41.17662066,-85.168291
10/26/2020,Online Transfer to CHK ...1759 t ransaction#: 10519339920 10/26,567,debit,Transfer,PLAT BUS CHECKING,41.06858855,-85.20470036
10/26/2020,INTEREST PAYMENT,0.07,credit,Interest Income,PREMIER PLUS CKG,41.1291112,-85.00718018
10/25/2020,Ross,42.53,debit,Clothing,Discover,41.01797358,-85.12228851
10/24/2020,Amazon,5.94,debit,Shopping,Discover,41.12626614,-85.15897006
10/23/2020,Wal-Mart,47.79,debit,Shopping,Discover,41.18157516,-85.13425085
10/23/2020,Orig Name Direct,483.7,credit,Income,PLAT BUS CHECKING,41.11669623,-85.12910843
10/22/2020,Orig Name Direct,543.5,credit,Income,PLAT BUS CHECKING,41.12380871,-85.13477325
10/22/2020,ADT Security,52.63,debit,Home Services,PLAT BUS CHECKING,41.13402347,-85.16687393
10/22/2020,CHECK 167,285.33,debit,Check,PLAT BUS CHECKING,41.1299018,-85.13768715
10/21/2020,Orig Name Direct,631.5,credit,Income,PLAT BUS CHECKING,41.17662066,-85.168291
10/20/2020,TSA FT WAYNE STR 1607 FORT WAYNE IN,7.47,debit,Fast Food,Discover,41.06858855,-85.20470036
10/20/2020,Costco,108.16,debit,Shopping,CREDIT CARD,41.1291112,-85.00718018
10/20/2020,Orig Name Direct,525.2,credit,Income,PLAT BUS CHECKING,41.01797358,-85.12228851
10/19/2020,Aldi,16.72,debit,Groceries,Discover,41.12626614,-85.15897006
10/19/2020,Goodwill Industries,2,debit,Shopping,Discover,41.18157516,-85.13425085
10/19/2020,Aldi,24.53,debit,Groceries,Discover,41.11669623,-85.12910843
10/19/2020,QuickPay with Zelle payment to L adia 10485163399,454,debit,Transfer,PLAT BUS CHECKING,41.12380871,-85.13477325
10/19/2020,QuickPay with Zelle payment to B e Mi 10485165963,630,debit,Transfer,PLAT BUS CHECKING,41.13402347,-85.16687393
10/19/2020,QuickPay with Zelle payment to C hrystal 10485185664,383,debit,Transfer,PLAT BUS CHECKING,41.1299018,-85.13768715
10/19/2020,QuickPay with Zelle payment to C hristina ( Chi Mun ) 10481541989,327.17,debit,Transfer,PLAT BUS CHECKING,41.17662066,-85.168291
10/19/2020,QuickPay with Zelle payment to P huong Han 10485115647,335,debit,Transfer,PLAT BUS CHECKING,41.06858855,-85.20470036
